key,fields.summary,fields.issuetype.name,fields.issuetype.id,fields.status.name,fields.status.id,fields.resolution.name,fields.resolutiondate,fields.created,fields.updated,fields.assignee.name,fields.assignee.displayName,fields.assignee.key,fields.description,created,resolved
BOOKKEEPER-213,PerChannelBookieClient calls the wrong errorOut function when encountering an exception,Bug,1,Closed,6,Fixed,2012-04-19 01:03:26,2012-04-06 18:58:50,2012-10-22T14:50:17.000+0000,i0exception,Aniruddha,i0exception,"In PerChannelBookieClient.java, addEntry calls errorOutReadKey on encountering an exception instead of errorOutAddKey. ",2012-04-06 18:58:50,2012-04-19 01:03:26
BOOKKEEPER-214,Throttling in NIOServerFactory is broken and potentially dangerous,Bug,1,Resolved,5,Won't Do,2017-10-09 09:53:12,2012-04-10 14:55:07,2017-10-09T09:53:12.000+0000,,,,"Throttling on the NIOServerFactory is broken. There is a variable outstandingRequests which is decremented when a request is completed, but is never incremented. If this value is greater than 2000, then no more requests are accepted. Once a bookie has received 2^31+2000 requests, the bookie will hang forever. This needs to be removed.",2012-04-10 14:55:07,2017-10-09 09:53:12
BOOKKEEPER-215,Deadlock occurs under high load,Bug,1,Closed,6,Fixed,2012-05-09 07:45:32,2012-04-11 05:16:04,2012-10-22T14:50:17.000+0000,hustlmsp,Sijie Guo,hustlmsp,"LedgerHandle uses a Semaphore(opCounterSem) with a default value of 5000 permits to implement throttling for outstanding requests. This is causing a deadlock under high load. What I've observed is the following - There are a fixed number of threads created by OrderedSafeExecutor(mainWorkerPool in BookKeeper) and this is used to execute operations by PerChannelBookieClient. Under high load, the bookies are not able to satisfy requests at the rate at which they are being generated. This exhausts all permits in the Semaphore and any further operations block on lh.opCounterSem.acquire(). In this scenario, if the connection to the bookies is shut down, channelDisconnected in PerChannelBookieClient tries to error out all outstanding entries. The errorOutReadKey and errorOutAddKey functions enqueue these operations in the same mainWorkerPool, all threads in which are blocked on acquire. So, handleBookieFailure is never executed and the server stops responding. 

Blocking operations in a fixed size thread pool doesn't sound quite right. Temporarily, I fixed this by having another ExecutorService for every PerChannelBookieClient and queuing the operations from the errorOut* functions in it, but this is just a quick fix. I feel that the server shouldn't rely on LedgerHandle to throttle connections, but do this itself. Any other ideas on how to fix this? I'd be happy to contribute a patch. ",2012-04-11 05:16:04,2012-05-09 07:45:32
BOOKKEEPER-216,Bookie doesn't exit with right exit code,Bug,1,Closed,6,Fixed,2012-04-16 14:12:33,2012-04-13 08:22:23,2012-10-22T14:50:15.000+0000,hustlmsp,Sijie Guo,hustlmsp,"there is typo in Bookie#shutdown. so it doesn't quit with right exit code when encountering exceptions.
{code}
    synchronized int shutdown(int exitCode) {
        try {
            if (running) { // avoid shutdown twice
                // the exitCode only set when first shutdown usually due to exception found
                this.exitCode = exitCode;
                // mark bookie as in shutting down progress
                shuttingdown = true;
                // shut down gc thread, which depends on zookeeper client
                // also compaction will write entries again to entry log file
                gcThread.shutdown();
                // Shutdown the ZK client
                if(zk != null) zk.close();
                this.interrupt();
                this.join();
                syncThread.shutdown();

                // Shutdown the EntryLogger which has the GarbageCollector Thread running
                entryLogger.shutdown();
                // close Ledger Manager
                ledgerManager.close();
                // setting running to false here, so watch thread in bookie server know it only after bookie shut down
                running = false;
            }    
        } catch (InterruptedException ie) {
            LOG.error(""Interrupted during shutting down bookie : "", ie); 
        }    
        return exitCode;
    }
{code}",2012-04-13 08:22:23,2012-04-16 14:12:33
BOOKKEEPER-217,NPE in hedwig client when enable DEBUG,Bug,1,Closed,6,Fixed,2012-04-24 17:42:26,2012-04-16 03:32:57,2012-10-22T14:50:18.000+0000,hustlmsp,Sijie Guo,hustlmsp,subscription options may be null. NPE may be thrown in debug message.,2012-04-16 03:32:57,2012-04-24 17:42:26
BOOKKEEPER-218,Provide journal manager to manage journal related operations,Improvement,4,Closed,6,Fixed,2012-04-17 11:16:58,2012-04-16 13:53:32,2012-10-22T14:50:15.000+0000,hustlmsp,Sijie Guo,hustlmsp,"Currently we put all journal related operations in Bookie class. It would be better to provide a journal manager to provide journal related operations. It would make Bookie logic more clearly. 

Besides that, some admin tools like BOOKKEEPER-183 needs to provide could use JournalManager to read/check journal files directly.",2012-04-16 13:53:32,2012-04-17 11:16:58
BOOKKEEPER-219,Active Namenode shutdown after throwing 'java.io.IOException: BookKeeper error during close'.,Bug,1,Resolved,5,Invalid,2012-04-19 03:42:48,2012-04-18 06:42:03,2012-05-08T13:30:50.000+0000,,,,"scenario:

1. I am started Active namenode and backup namenode. 
2. write some file. 

Result:

ANN throwing following Error

{noformat} 
2012-04-18 10:46:04,001 WARN org.apache.bookkeeper.client.LedgerHandle: Conditional write failed: BADVERSION
2012-04-18 10:46:04,001 FATAL org.apache.hadoop.hdfs.server.namenode.FSEditLog: Error: finalize log segment 1, 8 failed for required journal (JournalAndStream(mgr=org.apache.hadoop.contrib.bkjournal.BookKeeperJournalManager@1ec3362f, stream=org.apache.hadoop.contrib.bkjournal.BookKeeperEditLogOutputStream@221a5770))
java.io.IOException: BookKeeper error during close
	at org.apache.hadoop.contrib.bkjournal.BookKeeperEditLogOutputStream.close(BookKeeperEditLogOutputStream.java:90)
	at org.apache.hadoop.hdfs.server.namenode.JournalSet$JournalAndStream.closeStream(JournalSet.java:79)
	at org.apache.hadoop.hdfs.server.namenode.JournalSet$2.apply(JournalSet.java:180)
	at org.apache.hadoop.hdfs.server.namenode.JournalSet.mapJournalsAndReportErrors(JournalSet.java:322)
	at org.apache.hadoop.hdfs.server.namenode.JournalSet.finalizeLogSegment(JournalSet.java:176)
	at org.apache.hadoop.hdfs.server.namenode.FSEditLog.endCurrentLogSegment(FSEditLog.java:925)
	at org.apache.hadoop.hdfs.server.namenode.FSEditLog.rollEditLog(FSEditLog.java:855)
	at org.apache.hadoop.hdfs.server.namenode.FSImage.rollEditLog(FSImage.java:971)
	at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.rollEditLog(FSNamesystem.java:4092)
	at org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer.rollEditLog(NameNodeRpcServer.java:714)
	at org.apache.hadoop.hdfs.protocolPB.NamenodeProtocolServerSideTranslatorPB.rollEditLog(NamenodeProtocolServerSideTranslatorPB.java:113)
	at org.apache.hadoop.hdfs.protocol.proto.NamenodeProtocolProtos$NamenodeProtocolService$2.callBlockingMethod(NamenodeProtocolProtos.java:8068)
	at org.apache.hadoop.ipc.ProtobufRpcEngine$Server$ProtoBufRpcInvoker.call(ProtobufRpcEngine.java:417)
	at org.apache.hadoop.ipc.RPC$Server.call(RPC.java:891)
	at org.apache.hadoop.ipc.Server$Handler$1.run(Server.java:1661)
	at org.apache.hadoop.ipc.Server$Handler$1.run(Server.java:1657)
	at java.security.AccessController.doPrivileged(Native Method)
	at javax.security.auth.Subject.doAs(Subject.java:396)
	at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1205)
	at org.apache.hadoop.ipc.Server$Handler.run(Server.java:1655)
Caused by: org.apache.bookkeeper.client.BKException$ZKException
	at org.apache.bookkeeper.client.BKException.create(BKException.java:64)
	at org.apache.bookkeeper.client.LedgerHandle.close(LedgerHandle.java:216)
	at org.apache.hadoop.contrib.bkjournal.BookKeeperEditLogOutputStream.close(BookKeeperEditLogOutputStream.java:86)
	... 19 more
{noformat} 



BNN throwing following Error


{noformat} 
2012-04-18 10:39:09,421 ERROR org.apache.bookkeeper.client.PendingReadOp: Error: No such entry while reading entry: 1 ledgerId: 5 from bookie: /10.18.52.157:3183
2012-04-18 10:39:09,423 ERROR org.apache.bookkeeper.client.PendingReadOp: Error: No such entry while reading entry: 1 ledgerId: 5 from bookie: /10.18.52.157:3181
2012-04-18 10:39:09,457 WARN org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: Edits tailer failed to find any streams. Will try again later.
java.io.IOException: No ledger for fromTxnId -12344 found.
	at org.apache.hadoop.contrib.bkjournal.BookKeeperJournalManager.getInputStream(BookKeeperJournalManager.java:329)
	at org.apache.hadoop.hdfs.server.namenode.JournalSet.getInputStream(JournalSet.java:246)
	at org.apache.hadoop.hdfs.server.namenode.FSEditLog.selectInputStreams(FSEditLog.java:1100)
	at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer.doTailEdits(EditLogTailer.java:206)
	at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer.access$700(EditLogTailer.java:59)
	at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread.doWork(EditLogTailer.java:318)
	at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread.access$200(EditLogTailer.java:276)
	at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread$1.run(EditLogTailer.java:293)
	at org.apache.hadoop.security.SecurityUtil.doAsLoginUserOrFatal(SecurityUtil.java:504)
	at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread.run(EditLogTailer.java:289)

{noformat} 


",2012-04-18 06:42:03,2012-04-19 03:42:48
BOOKKEEPER-220,Managed Ledger proposal,New Feature,2,Resolved,5,Won't Do,2017-10-09 09:52:47,2012-04-20 01:45:35,2017-10-09T09:52:47.000+0000,mmerli,Matteo Merli,mmerli,"The ManagedLedger design is based on our need to manage a set of ledgers, with a single writer (at any point in time) and a set on consumers that read entries from it. 

The ManagedLedger also takes care of periodically closing ledgers to have a ""reasonable"" sized sets of ledgers that can individually deleted when no more needed.

I've put on github the interface proposal (along with an early WIP implementation)

http://github.com/merlimat/managed-ledger

",2012-04-20 01:45:35,2017-10-09 09:52:47
BOOKKEEPER-223,PendingReadOp tries to read all entries at once,Bug,1,Resolved,5,Won't Do,2017-06-22 00:28:26,2012-04-25 10:27:39,2017-06-22T00:28:26.000+0000,ikelly,Ivan Kelly,ikelly,"PendingReadOp tries to read all entries from the bookie ensemble at once, and fill an enumeration with what comes back. This is bad. If we have a ledger with millions of entries, and you try to read the whole thing, you're client will crap out. Of course you can get around this by only requesting a little bit at a time, but why doesn't the client do this for you, as we are effectively exposing a iterator interface anyhow?",2012-04-25 10:27:39,2017-06-22 00:28:26
BOOKKEEPER-224,Fix findbugs in bookkeeper-server component,Sub-task,7,Closed,6,Fixed,2012-05-10 12:49:57,2012-04-25 13:20:37,2012-10-22T14:50:16.000+0000,ikelly,Ivan Kelly,ikelly,fix Findbugs warnings for bookkeeper-server,2012-04-25 13:20:37,2012-05-10 12:49:57
BOOKKEEPER-226,Fix the performance related bugs.,Sub-task,7,Resolved,5,Invalid,2012-05-17 16:34:10,2012-04-25 15:46:21,2012-05-17T16:34:10.000+0000,,,,"There are around 12 issues reported by findbugs.
Lets clean all performance category of bugs here.",2012-04-25 15:46:21,2012-05-17 16:34:10
BOOKKEEPER-227,Add exclude-findbugs filter file for invalid findbugs.,Sub-task,7,Resolved,5,Invalid,2012-05-17 16:34:32,2012-04-25 15:49:21,2012-05-17T16:34:32.000+0000,,,,,2012-04-25 15:49:21,2012-05-17 16:34:32
BOOKKEEPER-228,Fix the bugs in BK benchmark,Sub-task,7,Closed,6,Fixed,2012-05-04 18:12:52,2012-04-25 16:13:26,2012-10-22T14:50:16.000+0000,umamaheswararao,Uma Maheswara Rao G,umamaheswararao,"There are 11 bugs reported by findbugs in BK bench. Lets cleanup.

[INFO] ****** FindBugsMojo executeFindbugs *******
[INFO] Temp File is E:\ZK-BK\bookkeeper-benchmark\target\findbugsTemp.xml
[INFO] Fork Value is true
     [java] Warnings generated: 11
[INFO] xmlOutput is false
[INFO] ------------------------------------------------------------------------
[INFO] BUILD SUCCESS",2012-04-25 16:13:26,2012-05-04 18:12:52
BOOKKEEPER-229,Deleted entry log files would be garbage collected again and again.,Bug,1,Closed,6,Fixed,2012-05-08 07:36:53,2012-04-26 07:22:23,2012-10-22T14:50:15.000+0000,hustlmsp,Sijie Guo,hustlmsp,"after BOOKKEEPER-188 is applied, extractMetaFromEntryLogs is moved from EntryLogger to GarbageCollectorThread with some changed.

Before BOOKKEEPER-188 is applied,  we just add the entryLogMeta to entryLogMetaMap only when we could extract the entry log file. If a log file is garbage collected, its entryLogMeta would not be put in the map.

{code}
-    protected Map<Long, EntryLogMetadata> extractMetaFromEntryLogs(Map<Long, EntryLogMetadata> entryLogMetaMap) throws IOException {
-        // Extract it for every entry log except for the current one.
-        // Entry Log ID's are just a long value that starts at 0 and increments
-        // by 1 when the log fills up and we roll to a new one.
-        long curLogId = logId;
-        for (long entryLogId = 0; entryLogId < curLogId; entryLogId++) {
-            // Comb the current entry log file if it has not already been extracted.
-            if (entryLogMetaMap.containsKey(entryLogId)) {
-                continue;
-            }
-            LOG.info(""Extracting entry log meta from entryLogId: "" + entryLogId);
-            EntryLogMetadata entryLogMeta = new EntryLogMetadata(entryLogId);
-            ExtractionScanner scanner = new ExtractionScanner(entryLogMeta);
-            // Read through the entry log file and extract the entry log meta
-            try {
-                scanEntryLog(entryLogId, scanner);
-                LOG.info(""Retrieved entry log meta data entryLogId: "" + entryLogId + "", meta: "" + entryLogMeta);
-                entryLogMetaMap.put(entryLogId, entryLogMeta);
-            } catch(IOException e) {
-              LOG.warn(""Premature exception when processing "" + entryLogId +
-                       ""recovery will take care of the problem"", e);
-            }
-
-        }
-        return entryLogMetaMap;
-    }
{code}

But after BOOKKEEPER-188 is applied,  an empty entryLogMeta would be put into entryLogMetaMap for those deleted entry log files. So GarbageCollectorThread would gc those deleted entry log files again. Then there is lots of such kind of error messages, these are noise error message but doesn't affect the logic.

{code}
+    protected Map<Long, EntryLogMetadata> extractMetaFromEntryLogs(Map<Long, EntryLogMetadata> entryLogMetaMap)
+            throws IOException {
+        // Extract it for every entry log except for the current one.
+        // Entry Log ID's are just a long value that starts at 0 and increments
+        // by 1 when the log fills up and we roll to a new one.
+        long curLogId = entryLogger.logId;
+        for (long entryLogId = 0; entryLogId < curLogId; entryLogId++) {
+            // Comb the current entry log file if it has not already been extracted.
+            if (entryLogMetaMap.containsKey(entryLogId)) {
+                continue;
+            }
+            LOG.info(""Extracting entry log meta from entryLogId: "" + entryLogId);
+
+            // Read through the entry log file and extract the entry log meta
+            entryLogMetaMap.put(entryLogId,
+                                extractMetaFromEntryLog(entryLogger, entryLogId));
+        }
+        return entryLogMetaMap;
+    }
+
+    static EntryLogMetadata extractMetaFromEntryLog(EntryLogger entryLogger, long entryLogId)
+            throws IOException {
+        EntryLogMetadata entryLogMeta = new EntryLogMetadata(entryLogId);
+        ExtractionScanner scanner = new ExtractionScanner(entryLogMeta);
+        try {
+            // Read through the entry log file and extract the entry log meta
+            entryLogger.scanEntryLog(entryLogId, scanner);
+            LOG.info(""Retrieved entry log meta data entryLogId: ""
+                     + entryLogId + "", meta: "" + entryLogMeta);
+        } catch(IOException e) {
+            LOG.warn(""Premature exception when processing "" + entryLogId +
+                     ""recovery will take care of the problem"", e);
+        }
+
+        return entryLogMeta;
+    }
{code}",2012-04-26 07:22:23,2012-05-08 07:36:53
BOOKKEEPER-231, ZKUtil.killServer not closing the FileTxnSnapLog from ZK.,Bug,1,Closed,6,Fixed,2012-04-28 09:11:57,2012-04-28 04:50:00,2012-10-22T14:50:19.000+0000,umamaheswararao,Uma Maheswara Rao G,umamaheswararao,"Trace:
java.io.IOException: Unable to delete file: C:\Users\uma\AppData\Local\Temp\zookeeper5673563636069246854test\version-2\log.1
	at org.apache.commons.io.FileUtils.forceDelete(FileUtils.java:1919)
	at org.apache.commons.io.FileUtils.cleanDirectory(FileUtils.java:1399)
	at org.apache.commons.io.FileUtils.deleteDirectory(FileUtils.java:1331)
	at org.apache.commons.io.FileUtils.forceDelete(FileUtils.java:1910)
	at org.apache.commons.io.FileUtils.cleanDirectory(FileUtils.java:1399)
	at org.apache.commons.io.FileUtils.deleteDirectory(FileUtils.java:1331)
	at org.apache.bookkeeper.test.ZooKeeperUtil.killServer(ZooKeeperUtil.java:131)
	at org.apache.bookkeeper.bookie.CookieTest.tearDownZooKeeper(CookieTest.java:59)

When I ran the tests, I found the above trace and all tests were failing.",2012-04-28 04:50:00,2012-04-28 09:11:57
BOOKKEEPER-232,AsyncBK tests failing ,Bug,1,Closed,6,Fixed,2012-05-07 16:48:37,2012-04-29 06:26:22,2012-10-22T14:50:14.000+0000,umamaheswararao,Uma Maheswara Rao G,umamaheswararao,"
Trace:
java.io.IOException: Unable to delete file: C:\Users\uma\AppData\Local\Temp\bookie7010257841258186070test\current\136fcc63892.txn
	at org.apache.commons.io.FileUtils.forceDelete(FileUtils.java:1919)
	at org.apache.commons.io.FileUtils.cleanDirectory(FileUtils.java:1399)
	at org.apache.commons.io.FileUtils.deleteDirectory(FileUtils.java:1331)
	at org.apache.commons.io.FileUtils.forceDelete(FileUtils.java:1910)
	at org.apache.commons.io.FileUtils.cleanDirectory(FileUtils.java:1399)
	at org.apache.commons.io.FileUtils.deleteDirectory(FileUtils.java:1331)
	at org.apache.bookkeeper.test.BookKeeperClusterTestCase.stopBKCluster(BookKeeperClusterTestCase.java:150)
	at org.apache.bookkeeper.test.BookKeeperClusterTestCase.tearDown(BookKeeperClusterTestCase.java:94)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:44)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:41)
	",2012-04-29 06:26:22,2012-05-07 16:48:37
BOOKKEEPER-233,BookieFailureTest#testBookieRecovery  failing,Bug,1,Resolved,5,Fixed,2012-07-26 06:26:21,2012-04-29 10:26:26,2012-07-26T14:47:23.000+0000,umamaheswararao,Uma Maheswara Rao G,umamaheswararao,"Even tough i corrected the problem of BOOKKEEPER-232, still this tests failing with the similar problem.
But the cause would be different. Let me dig into it.",2012-04-29 10:26:26,2012-07-26 06:26:21
BOOKKEEPER-234,"EntryLogger will throw NPE, if any dir does not exist or IO Errors.",Bug,1,Closed,6,Fixed,2012-05-09 08:52:38,2012-05-03 12:53:57,2012-10-22T14:50:19.000+0000,umamaheswararao,Uma Maheswara Rao G,umamaheswararao,"I think, Entry log should check the exitance of directories, before going to get the last Log entries. Because, listFiles will retunr null on non existant directories or any IO Errors. We have to add the check for directory existnace check and null checks in side getLastLogID api in EntryLogger.

We may need to handle in LedgerCacheImpl also.

Do we need to add them in bad disks list? and others will refer this list before they use the dirs.",2012-05-03 12:53:57,2012-05-09 08:52:38
BOOKKEEPER-235,Bad syncing in entrylogger degrades performance for many concurrent ledgers,Bug,1,Closed,6,Fixed,2012-05-09 11:01:13,2012-05-03 15:24:11,2012-10-22T14:50:19.000+0000,ikelly,Ivan Kelly,ikelly,"EntryLogger flush syncs on the wrong object, which really hurts performance.",2012-05-03 15:24:11,2012-05-09 11:01:13
BOOKKEEPER-236,Benchmarking improvements from latest round of benchmarking,Improvement,4,Closed,6,Fixed,2012-05-09 11:23:01,2012-05-04 12:06:00,2012-10-22T14:50:18.000+0000,ikelly,Ivan Kelly,ikelly,Improvements to the benchmark harnesses from the latest round of benchmarking which we have done.,2012-05-04 12:06:00,2012-05-09 11:23:01
BOOKKEEPER-237,Automatic recovery of under-replicated ledgers and its entries,New Feature,2,Resolved,5,Implemented,2013-01-04 11:59:50,2012-05-04 12:37:01,2013-01-14T14:23:11.000+0000,rakeshr,Rakesh Radhakrishnan,rakeshr,"As per the current design of BookKeeper, if one of the BookKeeper server dies, there is no automatic mechanism to identify and recover the under replicated ledgers and its corresponding entries. This would lead to losing the successfully written entries, which will be a critical problem in sensitive systems. This document is trying to describe few proposals to overcome these limitations. ",2012-05-04 12:37:01,2013-01-04 11:59:50
BOOKKEEPER-238,Add log4j.properties in conf/ for bin packages,Improvement,4,Closed,6,Fixed,2012-05-17 16:38:44,2012-05-07 09:17:21,2012-10-22T14:50:19.000+0000,ikelly,Ivan Kelly,ikelly,Add log4j for bin packages to make it easier for users to turn on logging.,2012-05-07 09:17:21,2012-05-17 16:38:44
BOOKKEEPER-239,Deadlock in ledger recovery when there is limited permits,Bug,1,Resolved,5,Invalid,2013-01-12 07:19:11,2012-05-07 13:25:59,2013-01-12T07:19:11.000+0000,,,,"per discussion in BOOKKEEPER-215, it would be better to revisit throttle mechanism currently used in bookkeeper client to avoid deadlock in ledger recovery.",2012-05-07 13:25:59,2013-01-12 07:19:11
BOOKKEEPER-240,Need a deadlock checking mechanism to avoid deadlock,Improvement,4,Resolved,5,Won't Do,2017-10-09 09:52:20,2012-05-07 13:27:34,2017-10-09T09:52:20.000+0000,,,,"per discussion on BOOKKEEPER-215, we need a deadlock checking mechanism.",2012-05-07 13:27:34,2017-10-09 09:52:20
BOOKKEEPER-243,BK JM : After restart bookkeeper continuously throwing error because BK JM create all Namenode related znode under '/ledgers' znode.,Improvement,4,Resolved,5,Won't Do,2017-10-09 09:51:51,2012-05-08 06:10:17,2017-10-09T09:51:51.000+0000,,,,"Issue :

Bookkeeper journal manager create all the Namenode related znode under '/ledgers' znode in zookeeper. When bookkeeper read all the ledgers from  '/ledgers' znode it consider this znode (version, lock, maxtxid)  as incorrect format ledger and log following error.

{noformat}
2012-04-20 11:52:25,611 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: ledgers
2012-04-20 11:52:25,611 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: lock
2012-04-20 11:52:25,612 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: maxtxid
2012-04-20 11:52:26,613 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: version
2012-04-20 11:52:26,613 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: ledgers
2012-04-20 11:52:26,613 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: lock
2012-04-20 11:52:26,613 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: maxtxid
2012-04-20 11:52:27,614 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: version
2012-04-20 11:52:27,614 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: ledgers
2012-04-20 11:52:27,614 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: lock
2012-04-20 11:52:27,615 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: maxtxid
2012-04-20 11:52:28,616 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: version
2012-04-20 11:52:28,616 - WARN  [main-EventThread:AbstractZkLedgerManager$2@123] - Error extracting ledgerId from ZK ledger node: ledgers


{noformat}

I think Namenode related znode should be create in separate znode in zookeeper.

",2012-05-08 06:10:17,2017-10-09 09:51:51
BOOKKEEPER-241,Add documentation for bookie entry log compaction,Task,3,Closed,6,Fixed,2012-05-09 07:17:08,2012-05-08 07:46:02,2012-10-22T14:50:14.000+0000,hustlmsp,Sijie Guo,hustlmsp,,2012-05-08 07:46:02,2012-05-09 07:17:08
BOOKKEEPER-242,Bookkeeper not able to connect other zookeeper when shutdown the zookeeper server where the BK has connected.,Bug,1,Closed,6,Fixed,2012-05-09 08:18:43,2012-05-08 09:50:28,2012-10-22T14:50:15.000+0000,hustlmsp,Sijie Guo,hustlmsp,"Scenario : 
1. Start three zookeeper cluster.
2. start three bookKeeper.
3. shutdown zookeeper server where bookkeeper has connected.

Expected Result:
bookkeeper should be able to connect other zookeeper

Actual Result :
All three bookkeepers retry to connect zookeeper node which has been shutdown.



BookKeeper log for Retry :

{noformat} 
2012-04-25 13:35:15,319 - WARN  [main-EventThread:Bookie$2@456] - ZK client has been disconnected to the ZK server!
2012-04-25 13:35:17,194 - INFO  [main-SendThread(HOST-10-18-40-91:2181):ClientCnxn$SendThread@933] - Opening socket connection to server HOST-10-18-40-91/10.18.40.91:2181
2012-04-25 13:35:17,196 - WARN  [main-SendThread(HOST-10-18-40-91:2181):ClientCnxn$SendThread@1063] - Session 0x136e87b50ce0002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:567)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:264)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1041)
2012-04-25 13:35:19,125 - INFO  [main-SendThread(HOST-10-18-40-91:2181):ClientCnxn$SendThread@933] - Opening socket connection to server HOST-10-18-40-91/10.18.40.91:2181
2012-04-25 13:35:19,126 - WARN  [main-SendThread(HOST-10-18-40-91:2181):ClientCnxn$SendThread@1063] - Session 0x136e87b50ce0002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:567)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:264)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1041)
2012-04-25 13:35:20,276 - INFO  [main-SendThread(HOST-10-18-40-91:2181):ClientCnxn$SendThread@933] - Opening socket connection to server HOST-10-18-40-91/10.18.40.91:2181
2012-04-25 13:35:20,277 - WARN  [main-SendThread(HOST-10-18-40-91:2181):ClientCnxn$SendThread@1063] - Session 0x136e87b50ce0002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:567)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:264)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1041)

{noformat} ",2012-05-08 09:50:28,2012-05-09 08:18:43
BOOKKEEPER-245,Intermittent failures in PersistanceManager tests,Bug,1,Closed,6,Fixed,2012-05-10 09:58:10,2012-05-09 10:55:32,2012-10-22T14:50:18.000+0000,ikelly,Ivan Kelly,ikelly,"TestLocalDBPersistenceManagerBlackBox sometimes fails[1]. As does TestBookKeeperPersistenceManagerWhiteBox[2].

[1] https://builds.apache.org/job/bookkeeper-trunk/481/
[2] https://builds.apache.org/job/bookkeeper-trunk/498/",2012-05-09 10:55:32,2012-05-10 09:58:10
BOOKKEEPER-246,Recording of underreplication of ledger entries,Sub-task,7,Closed,6,Fixed,2012-08-14 09:42:08,2012-05-09 15:08:49,2013-05-02T02:29:53.000+0000,ikelly,Ivan Kelly,ikelly,"This JIRA is to decide how to record that entries in a ledger are underreplicated. 

I think there is a common understanding (correct me if im wrong), that rereplication can be broken into two logically distinct phases. A) Detection of entry underreplication & B) Rereplication. 

This subtask is to handle the interaction between these two stages. Stage B needs to know what to rereplicate; how should Stage A inform it?",2012-05-09 15:08:49,2012-08-14 09:42:08
BOOKKEEPER-247,Detection of under replication,Sub-task,7,Closed,6,Fixed,2012-08-17 10:42:41,2012-05-09 15:13:42,2013-02-13T15:46:44.000+0000,ikelly,Ivan Kelly,ikelly,This JIRA discusses how the bookkeeper system will detect underreplication of ledger entries.,2012-05-09 15:13:42,2012-08-17 10:42:41
